,university,Ave. Salary,Avg. Change,Count,Avg. Compensation,Salary Equity,position
1759,Randolph-Macon College Baccalaureate VIRGINIA,"$69,700",1.4%,31,"$90,500",97.4,1596
2708,Randolph-Macon College Baccalaureate VIRGINIA,"$61,200",2.2%,21,"$80,900",95.3,1601
3657,Randolph-Macon College Baccalaureate VIRGINIA,"$57,100",0.9%,13,"$75,100",111.2,1606
630,Reed College Baccalaureate OREGON,"$114,900",4.5%,75,"$151,600",91.8,1591
1578,Reed College Baccalaureate OREGON,"$89,800",3.4%,37,"$117,500",100.2,1596
2527,Reed College Baccalaureate OREGON,"$69,200",4.2%,27,"$90,700",100.6,1601
3476,Reed College Baccalaureate OREGON,"$76,400",2.9%,10,"$97,200",94.3,1606
3796,Reedley College Associate without Ranks. CALIFORNIA,"$91,500",,187,"$125,100",94.7,1611
485,Rensselaer Polytechnic Institute Doctoral NEW YORK,"$151,800",3.3%,199,"$204,000",98.6,1591
1432,Rensselaer Polytechnic Institute Doctoral NEW YORK,"$106,600",3.2%,89,"$139,700",94.9,1596
2381,Rensselaer Polytechnic Institute Doctoral NEW YORK,"$100,800",2.9%,67,"$134,900",92.3,1601
3330,Rensselaer Polytechnic Institute Doctoral NEW YORK,"$43,800",2.5%,9,"$58,900",101.0,1606
714,Rhode Island College Master RHODE ISLAND,"$81,300",3.0%,114,"$117,900",96.7,1591
1662,Rhode Island College Master RHODE ISLAND,"$70,800",4.0%,104,"$103,100",96.8,1596
2611,Rhode Island College Master RHODE ISLAND,"$61,900",3.6%,117,"$91,300",99.7,1601
3560,Rhode Island College Master RHODE ISLAND,$0,,0,-,,1606
737,Rhodes College Baccalaureate TENNESSEE,"$105,400",2.5%,32,"$138,400",93.8,1591
1686,Rhodes College Baccalaureate TENNESSEE,"$75,700",2.9%,72,"$101,600",101.0,1596
2635,Rhodes College Baccalaureate TENNESSEE,"$65,500",2.7%,69,"$82,500",93.0,1601
3584,Rhodes College Baccalaureate TENNESSEE,"$63,500",4.2%,7,"$79,800",115.4,1606
757,Rice University Doctoral TEXAS,"$193,000",2.4%,308,"$242,500",94.1,1591
1706,Rice University Doctoral TEXAS,"$116,800",3.3%,106,"$149,200",95.0,1596
2655,Rice University Doctoral TEXAS,"$107,600",2.4%,105,"$134,900",99.6,1601
3604,Rice University Doctoral TEXAS,"$60,300",1.8%,23,"$76,200",86.4,1606
845,Ripon College Baccalaureate WISCONSIN,"$81,700",3.7%,16,"$111,700",99.1,1591
1794,Ripon College Baccalaureate WISCONSIN,"$64,500",4.5%,28,"$85,000",97.9,1596
2743,Ripon College Baccalaureate WISCONSIN,"$54,200",6.6%,10,"$68,900",103.4,1601
3692,Ripon College Baccalaureate WISCONSIN,$0,,3,-,114.0,1606
811,Roanoke College Baccalaureate VIRGINIA,"$89,400",1.1%,47,"$117,300",93.3,1591
1760,Roanoke College Baccalaureate VIRGINIA,"$71,600",2.1%,58,"$94,800",101.7,1596
2709,Roanoke College Baccalaureate VIRGINIA,"$64,500",2.7%,24,"$83,300",96.1,1601
3658,Roanoke College Baccalaureate VIRGINIA,"$52,700",1.1%,36,"$69,400",83.0,1606
486,Rochester Institute of Technology Master NEW YORK,"$126,600",3.0%,241,"$168,000",94.2,1591
1433,Rochester Institute of Technology Master NEW YORK,"$96,300",3.1%,279,"$127,900",93.9,1596
2382,Rochester Institute of Technology Master NEW YORK,"$85,400",2.8%,179,"$110,400",93.4,1601
3331,Rochester Institute of Technology Master NEW YORK,"$58,600",3.0%,76,"$79,200",90.3,1606
413,Rocky Mountain College Baccalaureate MONTANA,"$65,500",1.8%,23,"$73,500",97.6,1591
1360,Rocky Mountain College Baccalaureate MONTANA,"$53,900",7.2%,16,"$60,200",98.0,1596
2309,Rocky Mountain College Baccalaureate MONTANA,"$53,100",5.7%,17,"$58,800",87.6,1601
3258,Rocky Mountain College Baccalaureate MONTANA,"$36,500",,4,"$46,000",108.0,1606
129,Rollins College Master FLORIDA,"$98,000",1.5%,64,"$134,700",87.5,1591
1076,Rollins College Master FLORIDA,"$87,900",3.0%,62,"$123,200",85.9,1596
2025,Rollins College Master FLORIDA,"$67,700",4.3%,59,"$91,600",93.8,1601
2974,Rollins College Master FLORIDA,$0,,0,-,,1606
182,Roosevelt University Master ILLINOIS,"$100,400",3.5%,45,"$125,500",77.1,1591
1129,Roosevelt University Master ILLINOIS,"$76,400",5.3%,93,"$99,200",89.8,1596
2078,Roosevelt University Master ILLINOIS,"$66,800",4.6%,50,"$93,000",100.3,1601
3027,Roosevelt University Master ILLINOIS,$0,,0,-,,1606
217,Rose-Hulman Institute of Technology Baccalaureate INDIANA,"$119,600",2.0%,73,-,98.9,1591
1164,Rose-Hulman Institute of Technology Baccalaureate INDIANA,"$95,500",2.7%,55,-,95.5,1596
2113,Rose-Hulman Institute of Technology Baccalaureate INDIANA,"$80,000",2.9%,45,-,96.7,1601
3062,Rose-Hulman Institute of Technology Baccalaureate INDIANA,$0,,0,-,,1606
866,Rutgers University-Camden Master NEW JERSEY,"$154,700",,108,"$200,100",86.7,1591
1815,Rutgers University-Camden Master NEW JERSEY,"$101,400",,82,"$138,600",98.3,1596
2764,Rutgers University-Camden Master NEW JERSEY,"$89,100",,104,"$125,700",90.0,1601
3713,Rutgers University-Camden Master NEW JERSEY,"$61,600",,18,"$98,100",112.8,1606
868,Rutgers University-New Brunswick Doctoral NEW JERSEY,"$165,900",,799,"$220,200",93.1,1591
1817,Rutgers University-New Brunswick Doctoral NEW JERSEY,"$109,600",,522,"$160,400",96.4,1596
2766,Rutgers University-New Brunswick Doctoral NEW JERSEY,"$86,300",,501,"$136,900",94.1,1601
3715,Rutgers University-New Brunswick Doctoral NEW JERSEY,"$63,700",,220,"$116,100",95.6,1606
867,Rutgers University-Newark Doctoral NEW JERSEY,"$183,100",,190,"$238,600",91.0,1591
1816,Rutgers University-Newark Doctoral NEW JERSEY,"$130,600",,149,"$174,300",100.6,1596
2765,Rutgers University-Newark Doctoral NEW JERSEY,"$107,500",,165,"$145,900",93.8,1601
3714,Rutgers University-Newark Doctoral NEW JERSEY,"$66,300",,43,"$107,800",84.3,1606
494,SUNY Buffalo State Master NEW YORK,"$93,000",0.0%,94,"$126,800",95.9,1591
1441,SUNY Buffalo State Master NEW YORK,"$76,700",0.0%,165,"$104,200",91.1,1596
2390,SUNY Buffalo State Master NEW YORK,"$65,600",0.1%,65,"$89,300",99.7,1601
3339,SUNY Buffalo State Master NEW YORK,$0,,0,-,,1606
493,SUNY College at Brockport Master NEW YORK,"$96,100",0.0%,54,"$128,000",88.8,1591
1440,SUNY College at Brockport Master NEW YORK,"$75,800",0.1%,139,"$104,300",93.9,1596
2389,SUNY College at Brockport Master NEW YORK,"$62,500",0.7%,104,"$85,100",100.0,1601
3338,SUNY College at Brockport Master NEW YORK,"$51,800",0.0%,5,"$74,800",118.8,1606
496,SUNY College at Geneseo Master NEW YORK,"$92,200",0.0%,77,"$122,200",95.3,1591
1443,SUNY College at Geneseo Master NEW YORK,"$73,900",0.1%,78,"$101,000",96.7,1596
2392,SUNY College at Geneseo Master NEW YORK,"$60,100",0.0%,64,"$81,500",99.1,1601
3341,SUNY College at Geneseo Master NEW YORK,$0,,0,-,,1606
497,SUNY College at Old Westbury Baccalaureate NEW YORK,"$101,200",0.0%,27,"$134,600",88.3,1591
1444,SUNY College at Old Westbury Baccalaureate NEW YORK,"$86,800",0.3%,58,"$116,600",94.7,1596
2393,SUNY College at Old Westbury Baccalaureate NEW YORK,"$78,900",0.5%,65,"$102,700",88.1,1601
3342,SUNY College at Old Westbury Baccalaureate NEW YORK,"$60,700",0.0%,4,"$81,500",78.1,1606
499,SUNY College at Oswego Master NEW YORK,"$88,400",0.1%,77,"$119,400",96.3,1591
1446,SUNY College at Oswego Master NEW YORK,"$73,200",0.0%,95,"$100,200",88.2,1596
2395,SUNY College at Oswego Master NEW YORK,"$57,800",0.3%,180,"$79,100",100.2,1601
3344,SUNY College at Oswego Master NEW YORK,"$31,200",3.6%,16,"$45,600",126.1,1606
500,SUNY College at Plattsburgh Master NEW YORK,"$88,700",0.1%,66,"$121,900",88.6,1591
1447,SUNY College at Plattsburgh Master NEW YORK,"$68,800",0.0%,92,"$94,800",93.6,1596
2396,SUNY College at Plattsburgh Master NEW YORK,"$60,800",0.0%,56,"$84,800",94.8,1601
3345,SUNY College at Plattsburgh Master NEW YORK,$0,,0,-,,1606
501,SUNY College at Potsdam Master NEW YORK,"$80,500",0.0%,75,"$109,300",95.0,1591
1448,SUNY College at Potsdam Master NEW YORK,"$64,100",0.0%,77,"$89,200",105.2,1596
2397,SUNY College at Potsdam Master NEW YORK,"$52,100",0.9%,64,"$72,300",97.3,1601
3346,SUNY College at Potsdam Master NEW YORK,"$41,700",,21,"$56,500",108.4,1606
489,SUNY College of Agriculture and Technology at Cobleskill Associate with Ranks NEW YORK,"$77,900",0.0%,32,"$105,900",99.3,1591
1436,SUNY College of Agriculture and Technology at Cobleskill Associate with Ranks NEW YORK,"$64,600",1.5%,29,"$90,600",95.5,1596
2385,SUNY College of Agriculture and Technology at Cobleskill Associate with Ranks NEW YORK,"$55,000",0.0%,31,"$79,500",97.3,1601
3334,SUNY College of Agriculture and Technology at Cobleskill Associate with Ranks NEW YORK,"$42,900",0.4%,11,"$55,800",89.9,1606
487,SUNY College of Environmental Science and Forestry Doctoral NEW YORK,"$100,800",0.3%,46,"$152,500",97.8,1591
1434,SUNY College of Environmental Science and Forestry Doctoral NEW YORK,"$80,200",0.0%,39,"$109,800",97.4,1596
2383,SUNY College of Environmental Science and Forestry Doctoral NEW YORK,"$64,000",1.8%,19,"$86,700",103.0,1601
3332,SUNY College of Environmental Science and Forestry Doctoral NEW YORK,"$61,300",0.0%,9,"$86,100",95.6,1606
450,SUNY College of Technology at Alfred Associate with Ranks NEW YORK,"$78,500",0.0%,28,"$108,900",97.7,1591
1397,SUNY College of Technology at Alfred Associate with Ranks NEW YORK,"$64,400",0.2%,39,"$89,600",95.1,1596
2346,SUNY College of Technology at Alfred Associate with Ranks NEW YORK,"$56,800",0.0%,57,"$80,200",100.2,1601
3295,SUNY College of Technology at Alfred Associate with Ranks NEW YORK,"$42,900",0.0%,22,"$62,600",93.4,1606
488,SUNY College of Technology at Canton Associate with Ranks NEW YORK,"$85,100",0.0%,24,"$114,000",99.1,1591
1435,SUNY College of Technology at Canton Associate with Ranks NEW YORK,"$69,300",0.3%,31,"$96,900",102.7,1596
2384,SUNY College of Technology at Canton Associate with Ranks NEW YORK,"$62,800",0.3%,28,"$86,500",86.4,1601
3333,SUNY College of Technology at Canton Associate with Ranks NEW YORK,"$37,700",2.0%,29,"$50,900",122.0,1606
490,SUNY College of Technology at Delhi Associate with Ranks NEW YORK,"$73,900",0.0%,29,"$101,500",98.3,1591
1437,SUNY College of Technology at Delhi Associate with Ranks NEW YORK,"$60,900",0.0%,31,"$86,400",99.5,1596
2386,SUNY College of Technology at Delhi Associate with Ranks NEW YORK,"$54,800",0.4%,62,"$76,300",99.0,1601
3335,SUNY College of Technology at Delhi Associate with Ranks NEW YORK,"$45,600",0.0%,28,"$64,600",84.3,1606
495,SUNY Cortland Master NEW YORK,"$84,600",0.1%,68,"$114,400",96.0,1591
1442,SUNY Cortland Master NEW YORK,"$68,400",0.0%,98,"$94,600",96.3,1596
2391,SUNY Cortland Master NEW YORK,"$56,900",0.6%,86,"$77,600",103.9,1601
3340,SUNY Cortland Master NEW YORK,"$48,200",0.2%,9,"$70,800",124.2,1606
505,SUNY Empire State College Baccalaureate NEW YORK,"$83,100",0.0%,37,"$112,700",96.9,1591
1452,SUNY Empire State College Baccalaureate NEW YORK,"$65,900",0.2%,93,"$91,800",92.8,1596
2401,SUNY Empire State College Baccalaureate NEW YORK,"$60,300",0.0%,38,"$83,600",100.7,1601
3350,SUNY Empire State College Baccalaureate NEW YORK,$0,0.0%,1,-,,1606
507,SUNY Maritime College Master NEW YORK,"$91,600",0.8%,23,"$124,700",92.5,1591
1454,SUNY Maritime College Master NEW YORK,"$79,300",0.0%,18,"$112,000",93.6,1596
2403,SUNY Maritime College Master NEW YORK,"$67,700",0.4%,15,"$91,200",87.8,1601
3352,SUNY Maritime College Master NEW YORK,$0,0.0%,1,-,,1606
498,SUNY Oneonta Master NEW YORK,"$84,300",0.0%,51,"$115,800",100.2,1591
1445,SUNY Oneonta Master NEW YORK,"$67,900",0.0%,98,"$94,400",98.9,1596
2394,SUNY Oneonta Master NEW YORK,"$60,900",0.0%,88,"$84,200",92.5,1601
3343,SUNY Oneonta Master NEW YORK,$0,,0,-,,1606
492,SUNY Polytechnic Institute Master NEW YORK,"$127,400",0.6%,33,"$171,000",72.0,1591
1439,SUNY Polytechnic Institute Master NEW YORK,"$96,200",0.3%,50,"$128,600",89.2,1596
2388,SUNY Polytechnic Institute Master NEW YORK,"$76,200",0.7%,27,"$101,800",95.5,1601
3337,SUNY Polytechnic Institute Master NEW YORK,$0,0.0%,2,-,115.6,1606
527,SUNY Westchester Community College Associate with Ranks NEW YORK,"$119,700",-0.9%,51,"$196,200",101.9,1591
1474,SUNY Westchester Community College Associate with Ranks NEW YORK,"$105,600",1.1%,34,"$179,000",99.2,1596
2423,SUNY Westchester Community College Associate with Ranks NEW YORK,"$90,600",2.8%,42,"$161,000",102.0,1601
3372,SUNY Westchester Community College Associate with Ranks NEW YORK,"$63,200",3.7%,42,"$106,200",96.8,1606
502,SUNY at Albany Doctoral NEW YORK,"$125,900",0.3%,161,"$164,300",94.3,1591
1449,SUNY at Albany Doctoral NEW YORK,"$93,500",0.0%,219,"$125,900",94.9,1596
2398,SUNY at Albany Doctoral NEW YORK,"$79,000",0.2%,200,"$106,000",94.6,1601
3347,SUNY at Albany Doctoral NEW YORK,$0,,0,-,,1606
503,SUNY at Binghamton Doctoral NEW YORK,"$129,400",0.1%,181,"$170,700",90.1,1591
1450,SUNY at Binghamton Doctoral NEW YORK,"$94,000",0.2%,192,"$126,200",93.3,1596
2399,SUNY at Binghamton Doctoral NEW YORK,"$76,700",0.3%,264,"$103,800",96.3,1601
3348,SUNY at Binghamton Doctoral NEW YORK,"$55,100",2.5%,23,"$101,200",110.0,1606
506,SUNY at Fredonia Master NEW YORK,"$89,000",0.1%,73,"$123,400",90.6,1591
1453,SUNY at Fredonia Master NEW YORK,"$67,000",0.1%,97,"$92,700",102.8,1596
2402,SUNY at Fredonia Master NEW YORK,"$60,800",1.3%,43,"$83,000",99.3,1601
3351,SUNY at Fredonia Master NEW YORK,$0,,0,-,,1606
509,SUNY at Purchase College Baccalaureate NEW YORK,"$94,300",0.3%,30,"$126,500",93.8,1591
1456,SUNY at Purchase College Baccalaureate NEW YORK,"$75,900",0.2%,68,"$103,300",100.7,1596
2405,SUNY at Purchase College Baccalaureate NEW YORK,"$59,400",0.4%,72,"$80,200",99.2,1601
3354,SUNY at Purchase College Baccalaureate NEW YORK,$0,,0,-,,1606
932,Saginaw Valley State University Master MICHIGAN,"$85,700",2.6%,104,"$117,200",91.1,1591
1881,Saginaw Valley State University Master MICHIGAN,"$69,600",3.1%,97,"$98,100",97.6,1596
2830,Saginaw Valley State University Master MICHIGAN,"$67,900",3.9%,65,"$95,200",92.4,1601
3779,Saginaw Valley State University Master MICHIGAN,$0,,1,-,,1606
430,Saint Anselm College Baccalaureate NEW HAMPSHIRE,"$97,100",3.0%,51,"$133,800",92.8,1591
1377,Saint Anselm College Baccalaureate NEW HAMPSHIRE,"$79,900",3.6%,49,"$110,400",98.4,1596
2326,Saint Anselm College Baccalaureate NEW HAMPSHIRE,"$66,700",6.2%,36,"$84,700",95.8,1601
3275,Saint Anselm College Baccalaureate NEW HAMPSHIRE,$0,8.2%,3,-,,1606
186,Saint Anthony College of Nursing Baccalaureate ILLINOIS,$0,,0,-,,1591
1133,Saint Anthony College of Nursing Baccalaureate ILLINOIS,$0,2.5%,1,-,,1596
2082,Saint Anthony College of Nursing Baccalaureate ILLINOIS,"$74,300",2.7%,12,-,,1601
3031,Saint Anthony College of Nursing Baccalaureate ILLINOIS,"$58,000",4.6%,10,-,105.4,1606
761,Saint Edward's University Master TEXAS,"$103,900",2.1%,37,"$135,100",95.2,1591
1710,Saint Edward's University Master TEXAS,"$77,500",1.3%,78,"$100,300",95.3,1596
2659,Saint Edward's University Master TEXAS,"$71,100",3.5%,49,"$88,200",88.9,1601
3608,Saint Edward's University Master TEXAS,"$58,500",0.1%,27,"$72,600",96.5,1606
187,Saint Francis Medical Center College of Nursing Master ILLINOIS,"$91,700",5.3%,5,"$119,600",,1591
1134,Saint Francis Medical Center College of Nursing Master ILLINOIS,"$78,700",3.9%,7,"$104,700",,1596
2083,Saint Francis Medical Center College of Nursing Master ILLINOIS,"$72,400",4.2%,16,"$91,300",99.4,1601
3032,Saint Francis Medical Center College of Nursing Master ILLINOIS,"$61,100",6.9%,8,"$82,600",105.0,1606
516,Saint John Fisher College Master NEW YORK,"$108,200",2.4%,38,"$141,500",88.0,1591
1463,Saint John Fisher College Master NEW YORK,"$84,700",2.4%,99,"$115,800",99.7,1596
2412,Saint John Fisher College Master NEW YORK,"$75,800",2.9%,84,"$98,900",88.7,1601
3361,Saint John Fisher College Master NEW YORK,"$57,800",2.8%,9,"$79,400",94.9,1606
379,Saint Johns University Baccalaureate MINNESOTA,"$93,000",,43,"$122,500",100.7,1591
1326,Saint Johns University Baccalaureate MINNESOTA,"$73,200",,41,"$106,000",96.3,1596
2275,Saint Johns University Baccalaureate MINNESOTA,"$62,200",,18,"$82,400",103.6,1601
3224,Saint Johns University Baccalaureate MINNESOTA,"$66,000",,29,"$83,400",90.6,1606
688,Saint Joseph's University Master PENNSYLVANIA,"$123,800",4.2%,72,"$162,800",91.9,1591
1636,Saint Joseph's University Master PENNSYLVANIA,"$96,300",2.9%,96,"$129,200",86.7,1596
2585,Saint Joseph's University Master PENNSYLVANIA,"$87,100",2.5%,80,"$118,100",93.5,1601
3534,Saint Joseph's University Master PENNSYLVANIA,$0,,0,-,,1606
403,Saint Louis University Doctoral MISSOURI,"$118,500",2.5%,181,"$157,900",93.1,1591
1350,Saint Louis University Doctoral MISSOURI,"$89,100",3.3%,250,"$118,800",92.2,1596
2299,Saint Louis University Doctoral MISSOURI,"$73,300",3.8%,224,"$97,600",92.9,1601
3248,Saint Louis University Doctoral MISSOURI,"$63,100",4.7%,46,"$84,000",108.9,1606
218,Saint Mary's College Baccalaureate INDIANA,"$88,700",3.6%,31,"$114,100",103.0,1591
1165,Saint Mary's College Baccalaureate INDIANA,"$70,700",4.4%,40,"$91,600",99.4,1596
2114,Saint Mary's College Baccalaureate INDIANA,"$60,200",4.0%,47,"$75,400",98.2,1601
3063,Saint Mary's College Baccalaureate INDIANA,"$51,800",4.5%,19,"$67,400",93.4,1606
63,Saint Mary's College of California Master CALIFORNIA,"$118,100",0.9%,78,"$166,600",97.7,1591
1010,Saint Mary's College of California Master CALIFORNIA,"$94,000",2.3%,84,"$133,300",100.6,1596
1959,Saint Mary's College of California Master CALIFORNIA,"$80,800",3.1%,65,"$117,600",87.5,1601
2908,Saint Mary's College of California Master CALIFORNIA,$0,,0,-,,1606
380,Saint Mary's University of Minnesota Master MINNESOTA,"$73,400",1.0%,27,"$99,600",94.8,1591
1327,Saint Mary's University of Minnesota Master MINNESOTA,"$60,700",2.0%,43,"$81,400",92.4,1596
2276,Saint Mary's University of Minnesota Master MINNESOTA,"$56,600",1.1%,27,"$73,900",85.9,1601
3225,Saint Mary's University of Minnesota Master MINNESOTA,$0,1.0%,3,-,96.4,1606
790,Saint Michael's College Baccalaureate VERMONT,"$96,300",2.9%,52,-,95.1,1591
1739,Saint Michael's College Baccalaureate VERMONT,"$72,900",6.2%,47,-,99.1,1596
2688,Saint Michael's College Baccalaureate VERMONT,"$64,200",2.5%,9,-,93.9,1601
3637,Saint Michael's College Baccalaureate VERMONT,"$52,800",2.8%,21,-,99.6,1606
846,Saint Norbert College Baccalaureate WISCONSIN,"$91,300",2.6%,24,"$121,700",97.4,1591
1795,Saint Norbert College Baccalaureate WISCONSIN,"$72,600",2.6%,38,"$98,700",88.2,1596
2744,Saint Norbert College Baccalaureate WISCONSIN,"$62,700",3.1%,50,"$85,300",95.8,1601
3693,Saint Norbert College Baccalaureate WISCONSIN,$0,1.5%,2,-,,1606
446,Saint Peter's University Master NEW JERSEY,"$103,200",1.0%,31,"$121,500",96.9,1591
1393,Saint Peter's University Master NEW JERSEY,"$77,700",1.4%,32,"$93,500",97.9,1596
2342,Saint Peter's University Master NEW JERSEY,"$68,400",1.3%,35,"$81,200",98.1,1601
3291,Saint Peter's University Master NEW JERSEY,"$59,600",7.5%,7,"$69,900",102.4,1606
684,Saint Vincent College Baccalaureate PENNSYLVANIA,"$87,100",2.8%,20,"$125,500",90.9,1591
1632,Saint Vincent College Baccalaureate PENNSYLVANIA,"$69,400",3.3%,39,"$100,700",93.1,1596
2581,Saint Vincent College Baccalaureate PENNSYLVANIA,"$58,400",2.3%,38,"$79,300",100.5,1601
3530,Saint Vincent College Baccalaureate PENNSYLVANIA,"$53,600",2.1%,6,"$96,800",,1606
183,Saint Xavier University Master ILLINOIS,"$79,100",0.0%,26,"$100,000",101.4,1591
1130,Saint Xavier University Master ILLINOIS,"$65,700",0.4%,59,"$84,700",100.2,1596
2079,Saint Xavier University Master ILLINOIS,"$63,500",0.6%,40,"$79,700",86.9,1601
3028,Saint Xavier University Master ILLINOIS,$0,0.0%,3,-,,1606
549,Salem College Baccalaureate NORTH CAROLINA,"$66,300",0.0%,10,"$78,800",96.1,1591
1496,Salem College Baccalaureate NORTH CAROLINA,"$57,500",0.0%,22,"$69,200",102.8,1596
2445,Salem College Baccalaureate NORTH CAROLINA,"$53,000",0.4%,25,"$64,100",99.3,1601
3394,Salem College Baccalaureate NORTH CAROLINA,"$38,600",0.0%,4,"$49,800",102.2,1606
304,Salisbury University Master MARYLAND,"$97,500",3.3%,100,"$131,500",92.1,1591
