,university,Ave. Salary,Avg. Change,Count,Avg. Compensation,Salary Equity,position,State,Category
2823,Trinity Christian College ,72700,0.8,24.0,92000.0,98.9,P,ILLINOIS,Baccalaureate
2824,Trinity Christian College ,62300,2.6,10.0,81700.0,97.2,AP,ILLINOIS,Baccalaureate
2825,Trinity Christian College ,54700,2.1,35.0,65700.0,98.7,aP,ILLINOIS,Baccalaureate
2826,Trinity Christian College ,0,,1.0,,,I,ILLINOIS,Baccalaureate
2827,Trinity College ,132600,1.5,62.0,173500.0,95.6,P,CONNECTICUT,Baccalaureate
2828,Trinity College ,99000,3.2,56.0,131400.0,103.0,AP,CONNECTICUT,Baccalaureate
2829,Trinity College ,79000,7.5,35.0,104500.0,100.7,aP,CONNECTICUT,Baccalaureate
2830,Trinity College ,0,,0.0,,,I,CONNECTICUT,Baccalaureate
2831,Trinity University ,126300,2.5,78.0,160200.0,90.8,P,TEXAS,Master
2832,Trinity University ,94100,5.1,92.0,121300.0,95.4,AP,TEXAS,Master
2833,Trinity University ,82300,3.1,46.0,104200.0,114.9,aP,TEXAS,Master
2834,Trinity University ,61600,5.1,20.0,78500.0,72.0,I,TEXAS,Master
2835,Troy University ,84500,1.6,30.0,88500.0,105.7,P,ALABAMA,Master
2836,Troy University ,70300,1.1,61.0,73400.0,95.5,AP,ALABAMA,Master
2837,Troy University ,61800,1.2,57.0,64300.0,104.1,aP,ALABAMA,Master
2838,Troy University ,0,2.0,0.0,,,I,ALABAMA,Master
2839,Truman State University ,75400,0.0,146.0,104000.0,94.8,P,MISSOURI,Master
2840,Truman State University ,62700,0.0,35.0,82900.0,120.5,AP,MISSOURI,Master
2841,Truman State University ,53900,0.0,113.0,69700.0,91.1,aP,MISSOURI,Master
2842,Truman State University ,44200,0.0,30.0,64500.0,103.1,I,MISSOURI,Master
2843,Tufts University ,154400,2.3,247.0,218600.0,98.3,P,MASSACHUSETTS,Doctor
2844,Tufts University ,109500,3.6,191.0,161200.0,98.4,AP,MASSACHUSETTS,Doctor
2845,Tufts University ,92200,3.4,186.0,147300.0,95.9,aP,MASSACHUSETTS,Doctor
2846,Tufts University ,89000,5.2,12.0,117500.0,92.3,I,MASSACHUSETTS,Doctor
2847,Tulane University of Louisiana ,149700,2.2,199.0,185400.0,91.9,P,LOUISIANA,Doctor
2848,Tulane University of Louisiana ,92500,3.7,159.0,122700.0,95.1,AP,LOUISIANA,Doctor
2849,Tulane University of Louisiana ,93300,4.2,169.0,116800.0,83.0,aP,LOUISIANA,Doctor
2850,Tulane University of Louisiana ,75500,4.1,52.0,89600.0,85.8,I,LOUISIANA,Doctor
2851,Union College ,50200,5.0,12.0,58900.0,95.8,P,KENTUCKY,Baccalaureate
2852,Union College ,130100,,88.0,176700.0,91.7,P,KENTUCKY,Baccalaureate
2853,Union College ,46500,4.1,11.0,56400.0,102.1,AP,KENTUCKY,Baccalaureate
2854,Union College ,95100,,57.0,130300.0,99.8,AP,KENTUCKY,Baccalaureate
2855,Union College ,46000,3.5,19.0,54800.0,124.2,aP,KENTUCKY,Baccalaureate
2856,Union College ,78900,,31.0,105400.0,95.3,aP,KENTUCKY,Baccalaureate
2857,Union College ,34700,11.8,4.0,40700.0,59.3,I,KENTUCKY,Baccalaureate
2858,Union College ,65500,,14.0,87500.0,98.4,I,KENTUCKY,Baccalaureate
2859,United States Naval Academy ,133900,2.1,129.0,165800.0,98.2,P,MARYLAND,Baccalaureate
2860,United States Naval Academy ,109600,3.2,88.0,131400.0,95.5,AP,MARYLAND,Baccalaureate
2861,United States Naval Academy ,92700,4.4,84.0,110500.0,90.3,aP,MARYLAND,Baccalaureate
2862,United States Naval Academy ,64700,2.1,47.0,82400.0,99.9,I,MARYLAND,Baccalaureate
2863,Universidad Politecnica de Puerto Rico ,39000,,37.0,42100.0,88.6,P,RICO,Master
2864,Universidad Politecnica de Puerto Rico ,34200,,75.0,36700.0,89.4,AP,RICO,Master
2865,Universidad Politecnica de Puerto Rico ,30300,,17.0,32600.0,94.6,aP,RICO,Master
2866,Universidad Politecnica de Puerto Rico ,20500,,4.0,21700.0,74.7,I,RICO,Master
2867,University at Buffalo ,136200,1.0,369.0,183600.0,87.2,P,YORK,Doctor
2868,University at Buffalo ,92900,0.6,363.0,130400.0,92.0,AP,YORK,Doctor
2869,University at Buffalo ,81300,0.9,392.0,113700.0,87.2,aP,YORK,Doctor
2870,University at Buffalo ,59400,0.0,12.0,84400.0,99.7,I,YORK,Doctor
2871,University of Akron Main Campus ,114000,2.1,234.0,150400.0,83.1,P,OHIO,Doctor
2872,University of Akron Main Campus ,87400,2.7,179.0,115400.0,90.0,AP,OHIO,Doctor
2873,University of Akron Main Campus ,76400,1.5,103.0,103500.0,98.4,aP,OHIO,Doctor
2874,University of Akron Main Campus ,54000,2.7,136.0,75400.0,113.9,I,OHIO,Doctor
2875,University of Akron Wayne College ,90600,2.0,7.0,117300.0,87.5,P,OHIO,Rank
2876,University of Akron Wayne College ,68600,2.0,9.0,89200.0,99.9,AP,OHIO,Rank
2877,University of Akron Wayne College ,54800,5.4,4.0,77700.0,,aP,OHIO,Rank
2878,University of Akron Wayne College ,0,2.0,2.0,,113.8,I,OHIO,Rank
2879,University of Alabama at Birmingham ,135100,1.9,191.0,178800.0,89.4,P,ALABAMA,Doctor
2880,University of Alabama at Birmingham ,95000,3.6,204.0,123000.0,101.4,AP,ALABAMA,Doctor
2881,University of Alabama at Birmingham ,81000,3.9,236.0,115200.0,90.6,aP,ALABAMA,Doctor
2882,University of Alabama at Birmingham ,68800,3.9,114.0,94600.0,98.0,I,ALABAMA,Doctor
2883,University of Alabama in Huntsville ,131000,2.4,62.0,177700.0,92.0,P,ALABAMA,Doctor
2884,University of Alabama in Huntsville ,94900,2.3,105.0,127200.0,84.9,AP,ALABAMA,Doctor
2885,University of Alabama in Huntsville ,75500,3.4,95.0,97100.0,96.8,aP,ALABAMA,Doctor
2886,University of Alabama in Huntsville ,62600,4.1,13.0,79100.0,91.5,I,ALABAMA,Doctor
2887,University of Alaska Anchorage ,105000,-0.2,119.0,135200.0,88.2,P,ALASKA,Master
2888,University of Alaska Anchorage ,88700,1.5,141.0,118900.0,94.2,AP,ALASKA,Master
2889,University of Alaska Anchorage ,71500,2.4,223.0,101700.0,95.4,aP,ALASKA,Master
2890,University of Alaska Anchorage ,54400,3.7,45.0,84600.0,102.0,I,ALASKA,Master
2891,University of Alaska Fairbanks ,106700,2.4,130.0,136900.0,85.6,P,ALASKA,Doctor
2892,University of Alaska Fairbanks ,87400,1.5,140.0,117600.0,94.3,AP,ALASKA,Doctor
2893,University of Alaska Fairbanks ,73800,1.8,128.0,104000.0,97.3,aP,ALASKA,Doctor
2894,University of Alaska Fairbanks ,62400,2.1,45.0,65200.0,99.2,I,ALASKA,Doctor
2895,University of Alaska Southeast ,94000,4.0,18.0,124200.0,97.5,P,ALASKA,Master
2896,University of Alaska Southeast ,79900,4.1,31.0,110100.0,105.2,AP,ALASKA,Master
2897,University of Alaska Southeast ,67600,1.0,48.0,97800.0,105.0,aP,ALASKA,Master
2898,University of Alaska Southeast ,0,,0.0,,,I,ALASKA,Master
2899,University of Arizona ,132100,1.6,621.0,169700.0,91.1,P,ARIZONA,Doctor
2900,University of Arizona ,94400,2.0,394.0,124100.0,93.5,AP,ARIZONA,Doctor
2901,University of Arizona ,79700,1.7,454.0,105800.0,88.9,aP,ARIZONA,Doctor
2902,University of Arizona ,29400,6.5,111.0,47500.0,53.6,I,ARIZONA,Doctor
2903,University of Arkansas ,128900,2.9,333.0,179300.0,89.6,P,ARKANSAS,Doctor
2904,University of Arkansas ,94200,5.8,232.0,125900.0,93.4,AP,ARKANSAS,Doctor
2905,University of Arkansas ,82100,4.8,253.0,106300.0,88.6,aP,ARKANSAS,Doctor
2906,University of Arkansas ,54500,4.4,305.0,74700.0,101.5,I,ARKANSAS,Doctor
2907,University of Bridgeport ,103400,4.6,19.0,,101.2,P,CONNECTICUT,Master
2908,University of Bridgeport ,82000,2.5,51.0,,91.8,AP,CONNECTICUT,Master
2909,University of Bridgeport ,69200,5.6,51.0,,103.2,aP,CONNECTICUT,Master
2910,University of Bridgeport ,0,,0.0,,,I,CONNECTICUT,Master
2911,University of California-Berkeley ,191200,,840.0,257600.0,93.8,P,CALIFORNIA,Doctor
2912,University of California-Berkeley ,131500,,307.0,180400.0,92.1,AP,CALIFORNIA,Doctor
2913,University of California-Berkeley ,111000,,248.0,156600.0,88.9,aP,CALIFORNIA,Doctor
2914,University of California-Berkeley ,0,,0.0,,,I,CALIFORNIA,Doctor
2915,University of California-Davis ,165600,,781.0,253800.0,93.4,P,CALIFORNIA,Doctor
2916,University of California-Davis ,113300,,289.0,172700.0,96.2,AP,CALIFORNIA,Doctor
2917,University of California-Davis ,96100,,304.0,142000.0,96.4,aP,CALIFORNIA,Doctor
2918,University of California-Davis ,0,,0.0,,,I,CALIFORNIA,Doctor
2919,University of California-Irvine ,171300,,584.0,230500.0,93.9,P,CALIFORNIA,Doctor
2920,University of California-Irvine ,115200,,242.0,159900.0,99.0,AP,CALIFORNIA,Doctor
2921,University of California-Irvine ,96100,,174.0,136100.0,107.0,aP,CALIFORNIA,Doctor
2922,University of California-Irvine ,0,,0.0,,,I,CALIFORNIA,Doctor
2923,University of California-Los Angeles ,204000,,964.0,272500.0,90.2,P,CALIFORNIA,Doctor
2924,University of California-Los Angeles ,133700,,244.0,185700.0,91.8,AP,CALIFORNIA,Doctor
2925,University of California-Los Angeles ,106000,,292.0,149300.0,95.2,aP,CALIFORNIA,Doctor
2926,University of California-Los Angeles ,0,,0.0,,,I,CALIFORNIA,Doctor
2927,University of California-Merced ,151100,,55.0,204500.0,88.9,P,CALIFORNIA,Baccalaureate
2928,University of California-Merced ,109500,,68.0,152100.0,101.5,AP,CALIFORNIA,Baccalaureate
2929,University of California-Merced ,92800,,108.0,131000.0,96.2,aP,CALIFORNIA,Baccalaureate
2930,University of California-Merced ,0,,0.0,,,I,CALIFORNIA,Baccalaureate
2931,University of California-Riverside ,162000,,330.0,225700.0,94.2,P,CALIFORNIA,Doctor
2932,University of California-Riverside ,105300,,184.0,147400.0,98.6,AP,CALIFORNIA,Doctor
2933,University of California-Riverside ,89900,,251.0,128600.0,90.9,aP,CALIFORNIA,Doctor
2934,University of California-Riverside ,0,,0.0,,,I,CALIFORNIA,Doctor
2935,University of California-San Diego ,171200,,580.0,231900.0,88.2,P,CALIFORNIA,Doctor
2936,University of California-San Diego ,115000,,193.0,159500.0,92.1,AP,CALIFORNIA,Doctor
2937,University of California-San Diego ,100800,,213.0,141100.0,92.6,aP,CALIFORNIA,Doctor
2938,University of California-San Diego ,0,,0.0,,,I,CALIFORNIA,Doctor
2939,University of California-Santa Barbara ,176100,,524.0,236300.0,89.7,P,CALIFORNIA,Doctor
2940,University of California-Santa Barbara ,107800,,146.0,150300.0,95.2,AP,CALIFORNIA,Doctor
2941,University of California-Santa Barbara ,92800,,163.0,131300.0,92.7,aP,CALIFORNIA,Doctor
2942,University of California-Santa Barbara ,0,,0.0,,,I,CALIFORNIA,Doctor
2943,University of California-Santa Cruz ,160800,,295.0,218400.0,93.2,P,CALIFORNIA,Doctor
2944,University of California-Santa Cruz ,110000,,133.0,152700.0,98.2,AP,CALIFORNIA,Doctor
2945,University of California-Santa Cruz ,95600,,126.0,134600.0,95.0,aP,CALIFORNIA,Doctor
2946,University of California-Santa Cruz ,0,,0.0,,,I,CALIFORNIA,Doctor
2947,University of Central Arkansas ,82000,0.4,93.0,106300.0,85.8,P,ARKANSAS,Master
2948,University of Central Arkansas ,68900,0.9,144.0,90500.0,101.8,AP,ARKANSAS,Master
2949,University of Central Arkansas ,62600,1.7,128.0,78600.0,92.9,aP,ARKANSAS,Master
2950,University of Central Arkansas ,51000,0.9,62.0,67100.0,103.0,I,ARKANSAS,Master
2951,University of Central Oklahoma ,87700,0.2,200.0,105500.0,92.4,P,OKLAHOMA,Master
2952,University of Central Oklahoma ,72300,5.5,78.0,87100.0,93.8,AP,OKLAHOMA,Master
2953,University of Central Oklahoma ,62600,2.4,114.0,76000.0,95.0,aP,OKLAHOMA,Master
2954,University of Central Oklahoma ,49900,4.2,45.0,61200.0,92.7,I,OKLAHOMA,Master
2955,University of Chicago ,234300,,655.0,297500.0,84.7,P,ILLINOIS,Doctor
2956,University of Chicago ,126000,,226.0,167400.0,93.3,AP,ILLINOIS,Doctor
2957,University of Chicago ,121400,,251.0,162500.0,84.5,aP,ILLINOIS,Doctor
2958,University of Chicago ,63600,,86.0,95200.0,96.4,I,ILLINOIS,Doctor
2959,University of Cincinnati-Blue Ash College ,94600,4.1,27.0,125900.0,95.4,P,OHIO,Rank
2960,University of Cincinnati-Blue Ash College ,75200,4.5,69.0,101800.0,99.9,AP,OHIO,Rank
2961,University of Cincinnati-Blue Ash College ,57300,6.5,55.0,77600.0,100.4,aP,OHIO,Rank
2962,University of Cincinnati-Blue Ash College ,48000,,10.0,63400.0,100.4,I,OHIO,Rank
2963,University of Cincinnati-Clermont College ,93500,4.1,28.0,125300.0,97.6,P,OHIO,Rank
2964,University of Cincinnati-Clermont College ,73300,6.1,28.0,98500.0,96.2,AP,OHIO,Rank
2965,University of Cincinnati-Clermont College ,60300,6.4,20.0,83600.0,104.8,aP,OHIO,Rank
2966,University of Cincinnati-Clermont College ,49200,5.3,7.0,80400.0,103.2,I,OHIO,Rank
2967,University of Cincinnati-Main Campus ,125100,2.9,387.0,167400.0,86.6,P,OHIO,Doctor
2968,University of Cincinnati-Main Campus ,86500,3.4,420.0,117300.0,89.5,AP,OHIO,Doctor
2969,University of Cincinnati-Main Campus ,76000,3.8,428.0,104800.0,88.5,aP,OHIO,Doctor
2970,University of Cincinnati-Main Campus ,53700,6.4,83.0,75200.0,88.9,I,OHIO,Doctor
2971,University of Colorado Boulder ,142600,3.4,480.0,178300.0,94.2,P,COLORADO,Doctor
2972,University of Colorado Boulder ,102900,3.8,385.0,133100.0,93.4,AP,COLORADO,Doctor
2973,University of Colorado Boulder ,94500,3.9,302.0,122400.0,87.3,aP,COLORADO,Doctor
2974,University of Colorado Boulder ,67800,4.7,346.0,91300.0,92.1,I,COLORADO,Doctor
2975,University of Colorado Colorado Springs ,108000,3.0,81.0,136800.0,83.1,P,COLORADO,Master
2976,University of Colorado Colorado Springs ,85300,4.6,82.0,112000.0,99.9,AP,COLORADO,Master
2977,University of Colorado Colorado Springs ,73800,1.3,97.0,96600.0,97.4,aP,COLORADO,Master
2978,University of Colorado Colorado Springs ,50200,6.5,188.0,67000.0,101.5,I,COLORADO,Master
2979,University of Colorado Denver/Anschutz Medical Campus ,150800,2.2,179.0,207200.0,93.1,P,COLORADO,Doctor
2980,University of Colorado Denver/Anschutz Medical Campus ,106900,2.9,285.0,143900.0,103.8,AP,COLORADO,Doctor
2981,University of Colorado Denver/Anschutz Medical Campus ,103400,3.4,234.0,148500.0,103.2,aP,COLORADO,Doctor
2982,University of Colorado Denver/Anschutz Medical Campus ,69100,3.8,218.0,90900.0,107.2,I,COLORADO,Doctor
2983,University of Connecticut ,153400,1.3,454.0,190300.0,90.7,P,CONNECTICUT,Doctor
2984,University of Connecticut ,103600,2.2,419.0,139200.0,92.9,AP,CONNECTICUT,Doctor
2985,University of Connecticut ,91200,0.8,336.0,124300.0,93.7,aP,CONNECTICUT,Doctor
2986,University of Connecticut ,74800,5.8,206.0,106400.0,86.8,I,CONNECTICUT,Doctor
2987,University of Dallas ,95400,0.0,23.0,118200.0,104.4,P,TEXAS,Baccalaureate
2988,University of Dallas ,73400,0.1,57.0,97800.0,98.9,AP,TEXAS,Baccalaureate
2989,University of Dallas ,62100,1.9,32.0,83800.0,111.5,aP,TEXAS,Baccalaureate
2990,University of Dallas ,53400,0.1,33.0,69200.0,78.0,I,TEXAS,Baccalaureate
2991,University of Delaware ,154800,4.7,435.0,205400.0,93.0,P,DELAWARE,Doctor
2992,University of Delaware ,109000,5.3,373.0,148500.0,93.9,AP,DELAWARE,Doctor
2993,University of Delaware ,92100,5.5,343.0,125200.0,96.8,aP,DELAWARE,Doctor
2994,University of Delaware ,75300,5.5,96.0,112900.0,91.3,I,DELAWARE,Doctor
2995,University of Denver ,136300,2.0,185.0,172000.0,90.0,P,COLORADO,Doctor
2996,University of Denver ,101500,2.1,221.0,128800.0,95.2,AP,COLORADO,Doctor
2997,University of Denver ,87100,3.6,146.0,111800.0,90.7,aP,COLORADO,Doctor
2998,University of Denver ,0,,0.0,,,I,COLORADO,Doctor
2999,University of Evansville ,87300,2.0,43.0,,83.5,P,INDIANA,Master
3000,University of Evansville ,74100,3.5,62.0,,86.7,AP,INDIANA,Master
3001,University of Evansville ,64900,2.7,63.0,,108.9,aP,INDIANA,Master
3002,University of Evansville ,0,,0.0,,,I,INDIANA,Master
3003,University of Florida ,149100,8.8,775.0,201900.0,92.5,P,FLORIDA,Doctor
3004,University of Florida ,100000,8.3,538.0,142200.0,95.4,AP,FLORIDA,Doctor
3005,University of Florida ,88200,,411.0,137200.0,89.6,aP,FLORIDA,Doctor
3006,University of Florida ,0,,0.0,,,I,FLORIDA,Doctor
3007,University of Georgia ,129800,3.0,732.0,176000.0,92.7,P,GEORGIA,Doctor
3008,University of Georgia ,96400,3.4,554.0,132100.0,94.0,AP,GEORGIA,Doctor
3009,University of Georgia ,89000,3.8,449.0,124100.0,89.8,aP,GEORGIA,Doctor
3010,University of Georgia ,50700,3.6,77.0,68600.0,103.8,I,GEORGIA,Doctor
3011,University of Hartford ,101100,0.0,88.0,127800.0,101.9,P,CONNECTICUT,Master
3012,University of Hartford ,77000,0.5,113.0,98400.0,100.1,AP,CONNECTICUT,Master
3013,University of Hartford ,70200,0.8,61.0,88100.0,93.2,aP,CONNECTICUT,Master
3014,University of Hartford ,63900,1.3,78.0,86700.0,94.0,I,CONNECTICUT,Master
3015,University of Houston ,150900,0.9,427.0,183300.0,85.8,P,TEXAS,Doctor
3016,University of Houston ,99300,1.4,345.0,124600.0,95.3,AP,TEXAS,Doctor
3017,University of Houston ,92800,1.4,253.0,116500.0,87.5,aP,TEXAS,Doctor
3018,University of Houston ,0,,0.0,,,I,TEXAS,Doctor
3019,University of Houston-Downtown ,96000,3.9,56.0,122600.0,89.1,P,TEXAS,Master
3020,University of Houston-Downtown ,77900,4.7,111.0,101200.0,97.8,AP,TEXAS,Master
3021,University of Houston-Downtown ,75800,4.7,73.0,95500.0,96.9,aP,TEXAS,Master
3022,University of Houston-Downtown ,97400,4.7,11.0,120000.0,103.1,I,TEXAS,Master
3023,University of Illinois at Chicago ,151100,4.1,346.0,194000.0,94.4,P,ILLINOIS,Doctor
3024,University of Illinois at Chicago ,108900,5.2,378.0,147100.0,91.6,AP,ILLINOIS,Doctor
3025,University of Illinois at Chicago ,92900,5.1,388.0,130200.0,91.5,aP,ILLINOIS,Doctor
3026,University of Illinois at Chicago ,61300,3.5,14.0,113500.0,126.4,I,ILLINOIS,Doctor
3027,University of Illinois at Springfield ,111200,0.0,16.0,145100.0,90.2,P,ILLINOIS,Master
3028,University of Illinois at Springfield ,69400,2.2,100.0,97100.0,86.9,AP,ILLINOIS,Master
3029,University of Illinois at Springfield ,71800,6.4,53.0,101300.0,85.9,aP,ILLINOIS,Master
3030,University of Illinois at Springfield ,95500,,26.0,128200.0,97.6,I,ILLINOIS,Master
3031,University of Illinois at Urbana-Champaign ,150500,4.1,833.0,190600.0,91.4,P,ILLINOIS,Doctor
3032,University of Illinois at Urbana-Champaign ,104200,5.1,489.0,137300.0,91.4,AP,ILLINOIS,Doctor
3033,University of Illinois at Urbana-Champaign ,95500,4.8,509.0,127900.0,90.1,aP,ILLINOIS,Doctor
3034,University of Illinois at Urbana-Champaign ,56100,6.2,68.0,86800.0,77.9,I,ILLINOIS,Doctor
3035,University of Indianapolis ,88300,2.6,40.0,115400.0,95.4,P,INDIANA,Master
3036,University of Indianapolis ,74700,3.8,80.0,99400.0,96.6,AP,INDIANA,Master
3037,University of Indianapolis ,62900,3.8,133.0,84900.0,92.3,aP,INDIANA,Master
3038,University of Indianapolis ,53800,6.7,25.0,76200.0,107.5,I,INDIANA,Master
3039,University of Iowa ,141100,3.2,479.0,198700.0,88.3,P,IOWA,Doctor
3040,University of Iowa ,96400,4.0,396.0,136800.0,91.3,AP,IOWA,Doctor
3041,University of Iowa ,87800,5.0,289.0,124100.0,87.9,aP,IOWA,Doctor
3042,University of Iowa ,67400,5.9,56.0,89600.0,78.7,I,IOWA,Doctor
3043,University of Kansas ,128600,1.0,443.0,157400.0,92.1,P,KANSAS,Doctor
3044,University of Kansas ,84900,1.7,362.0,107600.0,90.9,AP,KANSAS,Doctor
3045,University of Kansas ,76800,3.3,214.0,97200.0,92.7,aP,KANSAS,Doctor
3046,University of Kansas ,0,,0.0,,,I,KANSAS,Doctor
3047,University of Kentucky ,126600,2.9,461.0,169500.0,91.9,P,KENTUCKY,Doctor
3048,University of Kentucky ,93000,3.5,428.0,131600.0,99.1,AP,KENTUCKY,Doctor
3049,University of Kentucky ,83400,3.4,292.0,116700.0,87.2,aP,KENTUCKY,Doctor
3050,University of Kentucky ,0,,0.0,,,I,KENTUCKY,Doctor
3051,University of Louisville ,118500,,311.0,170500.0,89.1,P,KENTUCKY,Doctor
3052,University of Louisville ,83800,0.3,282.0,120100.0,90.8,AP,KENTUCKY,Doctor
3053,University of Louisville ,70300,2.1,312.0,103100.0,96.3,aP,KENTUCKY,Doctor
3054,University of Louisville ,52400,0.7,85.0,83300.0,101.3,I,KENTUCKY,Doctor
3055,University of Maine ,112700,1.1,170.0,150100.0,93.6,P,MAINE,Doctor
3056,University of Maine ,85500,1.7,119.0,116700.0,88.1,AP,MAINE,Doctor
3057,University of Maine ,68500,0.0,134.0,97000.0,96.9,aP,MAINE,Doctor
3058,University of Maine ,54400,0.0,7.0,77400.0,78.7,I,MAINE,Doctor
3059,University of Maine at Augusta ,81500,,28.0,112200.0,91.7,P,MAINE,Baccalaureate
3060,University of Maine at Augusta ,66800,2.1,26.0,95600.0,105.3,AP,MAINE,Baccalaureate
3061,University of Maine at Augusta ,53400,0.6,16.0,75800.0,92.3,aP,MAINE,Baccalaureate
3062,University of Maine at Augusta ,0,0.0,2.0,,,I,MAINE,Baccalaureate
3063,University of Maine at Farmington ,77100,1.6,31.0,107100.0,100.7,P,MAINE,Baccalaureate
3064,University of Maine at Farmington ,62900,1.9,35.0,90100.0,93.1,AP,MAINE,Baccalaureate
3065,University of Maine at Farmington ,52300,0.0,30.0,77600.0,99.8,aP,MAINE,Baccalaureate
3066,University of Maine at Farmington ,53500,0.0,5.0,76700.0,104.9,I,MAINE,Baccalaureate
3067,University of Maine at Fort Kent ,75600,3.1,10.0,101400.0,106.8,P,MAINE,Baccalaureate
3068,University of Maine at Fort Kent ,71100,6.1,8.0,94500.0,121.4,AP,MAINE,Baccalaureate
3069,University of Maine at Fort Kent ,53700,0.0,7.0,86400.0,110.0,aP,MAINE,Baccalaureate
3070,University of Maine at Fort Kent ,0,0.0,2.0,,,I,MAINE,Baccalaureate
3071,University of Maine at Machias ,69200,0.0,9.0,100000.0,102.9,P,MAINE,Baccalaureate
3072,University of Maine at Machias ,58400,3.9,9.0,89000.0,89.3,AP,MAINE,Baccalaureate
3073,University of Maine at Machias ,48400,0.0,9.0,72700.0,100.0,aP,MAINE,Baccalaureate
3074,University of Maine at Machias ,0,,1.0,,,I,MAINE,Baccalaureate
3075,University of Maine at Presque Isle ,70900,2.9,10.0,101300.0,100.3,P,MAINE,Baccalaureate
3076,University of Maine at Presque Isle ,63200,7.6,11.0,93200.0,104.7,AP,MAINE,Baccalaureate
3077,University of Maine at Presque Isle ,52500,0.8,14.0,88500.0,96.9,aP,MAINE,Baccalaureate
3078,University of Maine at Presque Isle ,0,0.0,1.0,,,I,MAINE,Baccalaureate
3079,University of Mary Washington ,84900,,78.0,116800.0,88.9,P,VIRGINIA,Baccalaureate
3080,University of Mary Washington ,71200,1.3,87.0,100200.0,92.8,AP,VIRGINIA,Baccalaureate
3081,University of Mary Washington ,64900,,62.0,91300.0,91.9,aP,VIRGINIA,Baccalaureate
3082,University of Mary Washington ,0,,1.0,,,I,VIRGINIA,Baccalaureate
3083,University of Maryland Eastern Shore ,102800,1.1,41.0,171700.0,93.9,P,MARYLAND,Master
3084,University of Maryland Eastern Shore ,86100,2.0,69.0,137600.0,89.6,AP,MARYLAND,Master
3085,University of Maryland Eastern Shore ,79500,0.3,60.0,126900.0,97.4,aP,MARYLAND,Master
3086,University of Maryland Eastern Shore ,0,0.0,1.0,,,I,MARYLAND,Master
3087,"University of Maryland, Baltimore ",163300,-0.1,105.0,219300.0,94.3,P,MARYLAND,Doctor
3088,"University of Maryland, Baltimore ",113000,1.8,106.0,154600.0,85.7,AP,MARYLAND,Doctor
3089,"University of Maryland, Baltimore ",92700,1.2,150.0,124200.0,91.0,aP,MARYLAND,Doctor
3090,"University of Maryland, Baltimore ",71100,1.5,66.0,103800.0,93.2,I,MARYLAND,Doctor
3091,University of Maryland-Baltimore County ,125000,0.0,163.0,168500.0,87.2,P,MARYLAND,Doctor
3092,University of Maryland-Baltimore County ,89200,0.8,151.0,118100.0,91.4,AP,MARYLAND,Doctor
3093,University of Maryland-Baltimore County ,78400,1.2,111.0,104900.0,94.1,aP,MARYLAND,Doctor
3094,University of Maryland-Baltimore County ,60800,0.0,12.0,96900.0,127.8,I,MARYLAND,Doctor
3095,University of Maryland-College Park ,160800,0.6,733.0,221000.0,90.3,P,MARYLAND,Doctor
3096,University of Maryland-College Park ,108700,2.1,426.0,142100.0,91.1,AP,MARYLAND,Doctor
3097,University of Maryland-College Park ,95400,1.9,326.0,127000.0,88.8,aP,MARYLAND,Doctor
3098,University of Maryland-College Park ,68200,0.0,8.0,105500.0,89.6,I,MARYLAND,Doctor
3099,University of Massachusetts-Amherst ,153400,2.2,450.0,210300.0,93.2,P,MASSACHUSETTS,Doctor
3100,University of Massachusetts-Amherst ,109000,3.4,326.0,150000.0,96.0,AP,MASSACHUSETTS,Doctor
3101,University of Massachusetts-Amherst ,91200,3.6,310.0,125600.0,92.9,aP,MASSACHUSETTS,Doctor
3102,University of Massachusetts-Amherst ,76000,2.2,8.0,104500.0,71.4,I,MASSACHUSETTS,Doctor
3103,University of Massachusetts-Boston ,144900,2.1,114.0,206900.0,95.3,P,MASSACHUSETTS,Doctor
3104,University of Massachusetts-Boston ,109200,2.6,233.0,151700.0,95.7,AP,MASSACHUSETTS,Doctor
3105,University of Massachusetts-Boston ,88200,1.9,158.0,121900.0,93.2,aP,MASSACHUSETTS,Doctor
3106,University of Massachusetts-Boston ,0,,0.0,,,I,MASSACHUSETTS,Doctor
3107,University of Massachusetts-Dartmouth ,128500,3.6,116.0,173800.0,97.2,P,MASSACHUSETTS,Master
3108,University of Massachusetts-Dartmouth ,100000,2.7,104.0,135400.0,94.6,AP,MASSACHUSETTS,Master
3109,University of Massachusetts-Dartmouth ,84400,2.7,86.0,114200.0,89.5,aP,MASSACHUSETTS,Master
3110,University of Massachusetts-Dartmouth ,0,,0.0,,,I,MASSACHUSETTS,Master
3111,University of Massachusetts-Lowell ,147700,2.1,143.0,197900.0,97.5,P,MASSACHUSETTS,Doctor
3112,University of Massachusetts-Lowell ,112100,2.3,163.0,150200.0,96.4,AP,MASSACHUSETTS,Doctor
3113,University of Massachusetts-Lowell ,92400,3.4,139.0,123800.0,100.1,aP,MASSACHUSETTS,Doctor
3114,University of Massachusetts-Lowell ,0,1.8,2.0,,,I,MASSACHUSETTS,Doctor
3115,University of Memphis ,116500,3.6,215.0,151300.0,86.0,P,TENNESSEE,Doctor
3116,University of Memphis ,79800,5.0,242.0,108600.0,93.3,AP,TENNESSEE,Doctor
